"k_page_title"	"k_page_name"	"tips"	"statuss"	"lat"	"lon"	"mazais_lv"	"mazais_en"	"garums"	"datums"	"foto"	"apraksts_lv"	"apraksts_en"	"featured_image"	"my_image_thumb"
"Salaspils pludmale"	"salaspils-pludmale"	"pikniks"	"parbaudits"	"56.847531"	"24.338808"	"Salaspils pludmale. Pagaidām tiek būvēta, drīzumā būs arī sporta un bērnu laukumi, ģērbtuves. Ir dažas ugunskura vietas un soli/galdi/tualetes. Vieta visai publiska un populāra, iekārtots moderni un jauki, taču vientuļa nakšņošana te diez vai iespējama."	"The beach near Salaspils has plenty of picnic tables, a childrens playground, swimming locations. The picnic spots have fire pits and the area is quite nice overall. Recently built. I would not say this is a place for tents, but some place to stop when passing by, to each lunch and stretch your legs. Maybe tenting is possible when no other options, because place is quite public."		"2016-05-08"	"<img src=""http://dodies.lv/img/image/lvm/salaspils-1.jpg""/>
<img src=""http://dodies.lv/img/image/lvm/salaspils-2.jpg""/>
<img src=""http://dodies.lv/img/image/lvm/salaspils-3.jpg""/>"			"http://dodies.lv/img/image/lvm/salaspils-3.jpg"	"http://dodies.lv/img/image/lvm/salaspils-3-600x400.jpg"
"Sasaļu mežs"	"sasalu-mes"	"pikniks"	"parbaudits"	"55.92927"	"26.30388"	"Atpūtas vieta pie Sasaļu ezera. Kopā pie nelielā meža celiņa ir trīs peldvietas, vidējā ir tīrāka un ar galdiņu. Šeit ir aizsargājama teritorija, kas veidota, lai saglabātu ainaviski vērtīgas mežu audzes (sils, mētrājs, damaksnis). Galveno daļu aizņem eitrofs ezers - Sasaļu ezers."	"Picnic places near the Sasaļu lake. There are three swimming spots, the middle locations has a better table. This is a protected area with several important habitats and a eutrophic lake."							
"Saukas ezers"	"saukas-ezers"	"pikniks"	"parbaudits"	"56.2558"	"25.46997"	"Ļoti jauka atpūtas vieta pie skaistā Saukas ezera. Ideāla nakts vieta teltij. Ja piemēram piektdienas vakarā izbrauc no Rīgas, šeit nokļūst tieši uz nakšņošanas laiku. Ir galdi, tualete, ugunskura vieta, peldvieta. Atrodas nomaļā vietā, ceļa galā, garām neviens nebraukā un nestaigā."	"A nice picnic and camping place near the Sauka lake (Saukas ezers), a perfect place to pitch tents. There are tables, a fire pit and good access to the lake for swimming or for a boat ride, if you take one with you. The place is not near a big road, so there should be no disturbance at night."		"2014-08-09"	"<img src=""https://dodies.lv/img/image/lvm/saukasezers01.jpg""/>
<img src=""https://dodies.lv/img/image/lvm/saukasezers02.jpg""/>
<img src=""https://dodies.lv/img/image/lvm/saukasezers03.jpg""/>"			"http://dodies.lv/img/image/lvm/saukasezers01.jpg"	"http://dodies.lv/img/image/lvm/saukasezers01-600x398.jpg"
"Saulrieta taka"	"saulrieta-taka"	"taka"	"parbaudits"	"57.23362"	"24.39314"	"3.6KM gara taka no Baltās kāpas līdz Pēterupei. Iespējams doties pat tālāk, līdz Zvejniekciemam (kopā 11KM). Takas sākumā un beigās ir laipas un marķējums, vidus posms vairāk vai mazāk ir vienkārši nemarķēta meža taciņa vai maršruts pa pludmali."	"This 3.6km long walk from the White dune to Peterupe is mostly on the beach and in the seaside dunes. It is possible to walk futher until Zvejniekciems village or as far as you desire, since most of the trail is unmarked and follows the coast."	"3.6"						
"Atpūtas vieta Vīķi"	"atptas-vieta-vki"	"pikniks"	"neparbaudits"	"57.860938"	"24.797474"	"Labiekārtota atpūtas vieta pie Salacas upes, iespējams būvēt telti."								
"Atpūtas vieta Virši"	"atptas-vieta-virsi"	"pikniks"	"neparbaudits"	"57.880382"	"24.802305"	"Labiekārtota atpūtas vieta pie Salacas upes, iespējams būvēt telti."								
"Atpūtas vieta Zemenīte"	"atptas-vieta-zemente"	"pikniks"	"neparbaudits"	"55.88645"	"26.76511"	"Dabas parks Daugavas loki - pļavā ainava un nogāze uz Daugavu, piknika un atpūtas vieta lielākai kompānijai"								
"Atpūtas vietas pie Niedrāja ezera"	"niedraja-ezers-smiltene"	"pikniks"	"parbaudits"	"57.431235"	"25.974883"	"Vairākas labiekārtotas atpūtas vietas pie Niedrāja ezera, nodalītas nelielas peldvietas ar laipām u.c. Ezers apbraucams ar riteni. Ir ugunskura vietas, malka, ļoti skaista un patīkama vieta kur pavadīt dienu. Rekomendējam!"	"Several wonderful resting places around a forest lake, most of them nicely equipped with tables, firepits, grills, firewood and toilets. Some have nice swimming features and small piers with benches to enjoy the wonderful views. Highly recommended."		"2016-08-21"	"<img src=""http://dodies.lv/img/image/lvm/smiltene-01.jpg""/>
<img src=""http://dodies.lv/img/image/lvm/smiltene-02.jpg""/>
<img src=""http://dodies.lv/img/image/lvm/smiltene-03.jpg""/>
<img src=""http://dodies.lv/img/image/lvm/smiltene-04.jpg""/>
<img src=""http://dodies.lv/img/image/lvm/smiltene-05.jpg""/>
<img src=""http://dodies.lv/img/image/lvm/smiltene-06.jpg""/>
<img src=""http://dodies.lv/img/image/lvm/smiltene-07.jpg""/>"			"http://dodies.lv/img/image/lvm/smiltene-01.jpg"	"http://dodies.lv/img/image/lvm/smiltene-01-600x400.jpg"
"Atpūtas vietas pie Segliņu ezera"	"atptas-vietas-pie-seglinu-ezera"	"pikniks"	"parbaudits"	"57.096683"	"22.262252"	"Atpūtas vieta ezera ziemeļu galā, piebraukšana pa nelielu meža celiņu. Diezgan patumša vieta. Ir galds un ugunskura vieta. Nekas īpaši rekomendējams"			"2015-04-12"				"http://dodies.lv/img/image/lvm/seglinu.jpg"	"http://dodies.lv/img/image/lvm/seglinu-600x400.jpg"
"Augstrozes pilskalns"	"augstrozes-pilskalns"	"pikniks"	"parbaudits"	"57.51429"	"25.013423"	"Jauka un sakopta vieta, kur piestāt pa ceļam un apēst maizītes. Ir neliela taka ap pilskalnā esošajām drupām, un skats uz ezeru. Bildes pirms nesenās atjaunošanas."	"A pleasant place that was recently renovated. You can stop here to see a castle mound with some ruins, a nice view, a short trail on the top and a small picnic spot. Photos before renovation."		"2015-04-26"	"<img src=""https://dodies.lv/img/image/takas/augstrozes01.jpg"" alt=""Augstrozes pilskalns""/>
<img src=""https://dodies.lv/img/image/takas/augstrozes02.jpg"" alt=""Augstrozes pilskalns""/>
<img src=""https://dodies.lv/img/image/takas/augstrozes03.jpg"" alt=""Augstrozes pilskalns""/>
<img src=""https://dodies.lv/img/image/takas/augstrozes04.jpg"" alt=""Augstrozes pilskalns""/>
<img src=""https://dodies.lv/img/image/takas/augstrozes05.jpg"" alt=""Augstrozes pilskalns""/>
<img src=""https://dodies.lv/img/image/takas/augstrozes06.jpg"" alt=""Augstrozes pilskalns""/>
<img src=""https://dodies.lv/img/image/takas/augstrozes07.jpg"" alt=""Augstrozes pilskalns""/>
<img src=""https://dodies.lv/img/image/takas/augstrozes08.jpg"" alt=""Augstrozes pilskalns""/>"			"http://dodies.lv/img/image/takas/augstrozes03.jpg"	"http://dodies.lv/img/image/takas/augstrozes03-600x398.jpg"
"Baļotes ezers"	"balotes-ezers"	"pikniks"	"parbaudits"	"56.54587"	"26.00739"	"Šeit pieejama labiekārtota pludmale, atpūtas vieta, galdiņi. Daudz vietas teltīm, ugunskura iespēja, laba piekļuve ezeram. Patīkama vieta."	"A nice beach near the Balote lake, good picnic tables, fire pits, toilet, parking. A pleasant place for tents with access to the lake."		"2016-06-18"				"http://dodies.lv/img/image/lvm/lvm-balotes.jpg"	"http://dodies.lv/img/image/lvm/lvm-balotes-600x400.jpg"
"Balvu vecais parks"	"balvu-vecais-parks"	"pikniks"	"parbaudits"	"57.13218"	"27.229092"	"Balvu vecais parks atrodas ezera krastā. Atpūties labiekārtotajā piknika vietā no ezerā esošās pontona tipa laipas vari makšķerēt un peldēties. Neskatoties uz nosaukumu, vieta tiešām jauka gan pusdienām, gan teltošanai, tieša piekļuve ūdenim, ļoti daudz nodalītu vietu ar galdiņiem, noteikti kāda no tām būs arī brīva."			"2015-07-19"					
"Bebru taka"	"bebru-taka"	"taka"	"parbaudits"	"57.278229"	"27.079416"	"Neliela taka gar Pededzes upi, dažas piknika vietas, jaukākā ir otrā galā, pie bānīša maršruta. Taka ir īsa un visai jauka, taču nevarētu teikt, ka īpaša brauciena vērta. Ja esat tepat blakus, piestājiet izlocīt kājas."	"A quite short trail in a forested area, with several activities for children. A little overgrown, has a few picnic spots, but not worth a special trip. Only if you need to stretch your legs when passing by."	"0.5"	"2015-07-19"	"<img src=""https://dodies.lv/img/image/takas/bebrutaka01.jpg""/>

<img src=""https://dodies.lv/img/image/takas/bebrutaka02.jpg""/>

<img src=""https://dodies.lv/img/image/takas/bebrutaka03.jpg""/>

<img src=""https://dodies.lv/img/image/takas/bebrutaka04.jpg""/>

<img src=""https://dodies.lv/img/image/takas/bebrutaka05.jpg""/>

<img src=""https://dodies.lv/img/image/takas/bebrutaka06.jpg""/>

<img src=""https://dodies.lv/img/image/takas/bebrutaka07.jpg""/>

<img src=""https://dodies.lv/img/image/takas/bebrutaka08.jpg""/>"			"http://dodies.lv/img/image/takas/bebrutaka07.jpg"	"http://dodies.lv/img/image/takas/bebrutaka07-600x400.jpg"
"Bezdibeņa ezera taka"	"bezdibena-ezera-taka"	"taka"	"parbaudits"	"56.905859"	"22.394389"	"Ļoti jauka, bet īsa purva laipa pie bezdibeņa ezera, Kalanasu purvā. Lai arī laipas ir platas, to nolietojuma dēļ, ar ratiem varētu būt grūti izbraukt. Vieta ir patīkama, tikai prasās uzlabojumus."	"A nice but short swamp trail near the Bezdibena lake (translated as Abyss). The trail is made of wooden planks, which have degraded over time, so it is in need of repairs and might be difficult with a stroller."	"1"	"2014-04-05"				"http://dodies.lv/img/image/takas/bezdibena-ezera-taka.jpg"	"http://dodies.lv/img/image/takas/bezdibena-ezera-taka-600x397.jpg"
"Bumbu kalna tornis"	"bumbu-kalna-tornis"	"tornis"	"parbaudits"	"57.0039713"	"24.0201817"	"Bumbu kalnā pie piemiņas vietas nesen uzstādīts augsts koka skatu tornis. Uz torni iespējams nākt gan no ceļa, gan pa koka kāpnēm no piemiņas vietas puses. Tornis skaitās uguns novērošanas tornis, taču atvērts apmeklētājiem. Pašā augšā ir apmeklētājiem nepieejams novērotāja namiņš, taču zem tā ir plaša skatu platforma, skats sniedzas tālu, redzama jūra, Rīgas centrs, pārdaugava"			"2015-08-29"					
"Burtnieku ez. polderu tornis"	"burtnieku-ez-polderu-tornis"	"tornis"	"parbaudits"	"57.748807"	"25.2911708"	"Nesen uzbūvēts skatu tornis pie Burtnieka."								
"Bušnieki"	"busnieki"	"pikniks"	"neparbaudits"	"57.438672"	"21.661681"	"Atpūtas vieta"								
"Cecīļu dabas taka"	"cecilu-dabas-taka"	"taka"	"parbaudits"	"57.21873"	"25.165"	"Cecīļu dabas taka ir kājāmgājēju tūrisma maršruts, kurā ir iespēja iepazīt Amatas novada dabas objektus gar Kumadas upes, Dančupītes un Amatas upes krastu.​"	"The Cecilu trail will allow you to visit the Amata, Kumada and Dancu rivers and other nature sights in the region."	"1.3"	"2016-08-20"	"<img alt="" src=""/img/large/cecilu-01.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-02.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-03.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-04.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-05.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-06.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-08.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-09.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-10.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-12.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/cecilu-13.jpg"" width=""2024"" height=""1349"" /><br />"	"<p>Apmeklētājiem ir iespēja izbaudīt Dančupītes kanjonu, minatūru ūdenskritumu, iespaidīgo Cecīļu iezi un citus objektus. Taka ir marķēta. Takas garums ir 1,3 km, bet to ir iespēja pagarināt, dodoties uz ,,Līčiem&rdquo;, pāri Amatas upei, tālāk pa labo krastu, izbaudot Amatas ģeoloģiskās takas burvību.​Taku iespējams apmeklēt jebkurā gadalaikā. Auto var novietot pretī kokapstrādes uzņēmuma vārtiem, īsi pirms takas sākuma.&nbsp;</p>

<p>Pa ceļam atrodama norāde arī uz Dzilnas iezi, taču turp vairs neved labiekārtota taka, bet pāris vietās jābrien pa neskartu mežu, sekojot ziliem punktiem uz kokiem. Tas mūsu acīs ir labi, jo pati Cecīļu taka ir pat pārāk iekārtota, ar vadiem, prožektoriem un kvadrociklu trasi, zaudējot tiesības tikt saukties par &quot;neskartās dabas&quot; apskates vietu. Tas gan ir neliels mīnuss, salīdzinot ar skaisto vidi un Kumadas upi, kas padara Cecīļu taku par kopumā apmeklē&scaron;anas vērtu.&nbsp;</p>

<p>Takas sākumā atrodama arī skaista piknika vieta un pat pirts, taču tās esot pieejamas tikai iepriek&scaron; rezervējot par 10EUR.&nbsp;</p>"		"http://dodies.lv/img/image/takas/cecilu-03.jpg"	"http://dodies.lv/img/image/takas/cecilu-03-600x400.jpg"
"Ceļa mala"	"lvm-cela-mala"	"pikniks"	"parbaudits"	"56.415119"	"21.2352"	"Atpūtas vieta lielceļa malā, diez vai gribēsiet šeit būvēt telti, bet piestāt un apēst maizītes zem nojumes šeit var"	"An older picnic site near a road, not much room for a tent, but you can stop to have a meal here."		"2014-08-30"				"http://dodies.lv/img/image/lvm/atputa-celmala.jpg"	"http://dodies.lv/img/image/lvm/atputa-celmala-600x397.jpg"
"Cenas tīreļa laipa"	"cenas-tirela-laipa"	"taka"	"parbaudits"	"56.862713"	"23.78864"	"Šī purva laipa ir labā stāvoklī, taču pilnā garumā ir visai gara (6km). Ir gan tornis, gan informācijas stendi ar bildēm"	"A wonderful swamp trail nearby the capital. There are toilets, picnic tables, information boards and a few birdwatching towers"	"6"	"2014-03-16"	"<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-01.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-02.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-03.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-04.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-05.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-06.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-07.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-08.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-09.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-10.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-11.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-12.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-13.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-14.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-15.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-16.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-17.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-18.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-19.jpg"" width=""1012"" /><br />
<img alt="" height=""1529"" src=""/img/large/cenas-tirela-taka-20.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-21.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-22.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-23.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-24.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-25.jpg"" width=""1012"" /><br />
<img alt="" height=""670"" src=""/img/large/cenas-tirela-taka-26.jpg"" width=""1012"" />"	"<p>Divdesmit minū&scaron;u attālumā no Rīgas atrodas viena no Latvijas jaukākajām purva laipām.</p>

<p>Lai nokļūtu Cenas tīreļa laipā, no Rīgas puses jābrauc gandrīz līdz maizes ceptuvei &quot;Lāči&quot; un pie norādes &quot;Cielavas&quot; jāgriežas pa kreisi. Nesen uzstādīta arī vispārīga norāde &quot;Purva laipa&quot;.</p>

<p>Taka sākumā ved gar noraktu kūdras purvu, kur iespējams iepazīties ar kūdras ieguves metodēm un dažādu citu informāciju par &scaron;o industriju, ko, &scaron;ķiet, sponsorēju&scaron;i pa&scaron;i kūdras racēji. Tālāk laipa atduras krustcelēs, sākas laipa pa lielo Cenas tīreli. No &scaron;īs vietas laipa iet pa apli, pa ceļam apskatāms Skaista ezers, tālākajā punktā arī skatu tornis. Ik pa brīdim izvietoti informācijas stendi par purvā sastopamajām augu un dzīvnieku sugām.</p>

<p>Kā jau purva laipa, tā ir savā ziņā līdzīga Ķemeru purva laipai, taču ir daudz garāka un kopumā ved pa vairāk veidu biotopiem. Te arī mazāk apmeklētāju.</p>"	"<p>A mere twenty minutes drive from Riga you will find one of the finest boarded mire trails of Latvia.&nbsp;</p>

<p>To reach this place from the Riga direction, turn left at the sign &quot;Cielavas&quot; or &quot;Purva laipa&quot; (meaning mire trail). In the beginning, the trail will pass a peat harvesting area with a tower overlooking the peatland. A few information boards have been put up by the company that runs this place and you can learn about peat harvesting processes. A little bit further, the trail splits into two, creating the Cena Mire loop, turn right to see the wonderful Skaista lake (meaning Beautiful in latvian), and at the furthest reach of the trail, also a nice birdwatching/observation tower.&nbsp;</p>

<p>Although unclear if this is actually permitted, we did camp here once, on a widened section of the wooden trail, see photos below.&nbsp;</p>"	"http://dodies.lv/img/image/takas/cenas-tirela-taka.jpg"	"http://dodies.lv/img/image/takas/cenas-tirela-taka-600x397.jpg"
